ship_id,weapon_system,fire_arc,point_blank,short,long,extreme,ad,ap,dd,traits
56,Port/Starboard 23DT Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
56,Port/Starboard 23DT Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
56,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
57,Light Guns (4 x 5.1-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-2,1,Weak
57,Light Guns (1 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Slow-Loading, Weak"
57,Port/Starboard 23DT Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
57,Port/Starboard 23DT Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
57,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
58,Light Guns (4 x 5.1-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-2,1,Weak
58,Port/Starboard 23DT Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
58,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
59,Light Guns (5 x 5.5-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",3,-1,1,Weak
59,Port/Starboard 23DT Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
59,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
59,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
59,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
60,Light Guns (4 x 5.5-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",2,-1,1,Weak
60,Light Guns (1 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Slow-Loading, Weak"
60,Port/Starboard 23DT Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
60,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
60,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
60,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
61,Light Guns (5 x 5.5-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",3,-1,1,Weak
61,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
61,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
61,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
62,Light Guns (5 x 5.5-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",3,-1,1,Weak
62,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
62,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
62,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (1)
63,Light Guns (5 x 5.5-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",3,-1,1,Weak
63,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
63,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
63,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
64,Light Guns (8 x 5.5-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",6,-1,1,Weak
64,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
64,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
64,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
64,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
64,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
65,Light Guns (6 x 5.5-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",4,-1,1,Weak
65,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
65,Port 23DT Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
65,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
65,Starboard 23DT Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
65,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
66,A Turret (2 x 16-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,Heavy
66,B Turret (2 x 16-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,Heavy
66,X Turret (2 x 16-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,Heavy
66,Y Turret (2 x 16-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,Heavy
66,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
66,Light Guns (16 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",8,-2,1,"DP, Restricted, Weak"
66,Port G7aT-1 Torpedoes,Port,"2""","5""","7""","10""",3,-,3,"Devastating, Slow-Loading"
66,Starboard G7aT-1 Torpedoes,Starboard,"2""","5""","7""","10""",3,-,3,"Devastating, Slow-Loading"
66,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
67,Light Guns (1 x 3.5-inch),"Fore, Port, Starboard","3""","6""","9""","13""",1,-2,1,"Slow-Loading, Weak"
67,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
67,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",1,-,3,"Devastating, Slow-Loading"
67,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
68,Light Guns (1 x 5-inch),"Aft, Port, Starboard","2""","4""","6""","8""",1,-2,1,Weak
68,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
69,A Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
69,B Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
69,X Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
69,Light Guns (6 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",3,-1,1,Twin-Linked
69,Light Guns (8 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",4,-2,1,"DP, Restricted, Weak"
69,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
70,Light Guns (1 x 3.5-inch),"Fore, Port, Starboard","3""","6""","9""","13""",1,-2,1,"Slow-Loading, Weak"
70,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
70,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",1,-,3,"Devastating, Slow-Loading"
70,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
71,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
71,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
72,A Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
72,B Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
72,X Turret (3 x 11.1-inch),"Aft, Port, Starboard","11""","22""","33""","45""",3,1,2,-
72,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
72,Light Guns (14 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",7,-2,1,"DP, Restricted, Weak"
72,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
73,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
73,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",1,-,3,"Devastating, Slow-Loading"
73,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
74,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
74,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",2,-,-,Local (1)
75,A Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
75,B Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
75,X Turret (3 x 11.1-inch),"Aft, Port, Starboard","11""","22""","33""","45""",3,1,2,-
75,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
75,Light Guns (14 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",7,-2,1,"DP, Restricted, Weak"
75,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
76,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
76,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",1,-,3,"Devastating, Slow-Loading"
76,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
77,Light Guns (8 x 6-inch),"Fore, Aft, Port, Starboard","3""","6""","9""","13""",6,-2,1,"Restricted, Weak"
77,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
78,A Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
78,B Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
78,X Turret (3 x 11.1-inch),"Aft, Port, Starboard","11""","22""","33""","45""",3,1,2,-
78,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
78,Light Guns (14 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",7,-2,1,"DP, Restricted, Weak"
78,Port G7aT-1 Torpedoes,Port,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
78,Starboard G7aT-1 Torpedoes,Starboard,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
78,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
79,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
79,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",1,-,3,"Devastating, Slow-Loading"
79,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
80,Light Guns (6 x 6-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",4,-2,1,"Restricted, Weak"
80,Port Torpedoes,Port,"2""","5""","7""","10""",2,-,3,"Devastating, One-Shot"
80,Starboard Torpedoes,Starboard,"2""","5""","7""","10""",2,-,3,"Devastating, One-Shot"
80,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
81,A Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
81,B Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
81,X Turret (3 x 11.1-inch),"Aft, Port, Starboard","11""","22""","33""","45""",3,1,2,-
81,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
81,Light Guns (14 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",7,-2,1,"DP, Restricted, Weak"
81,Port G7aT-1 Torpedoes,Port,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
81,Starboard G7aT-1 Torpedoes,Starboard,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
81,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
82,Light Guns (1 x 4.1-inch),"Fore, Port, Starboard","4""","8""","12""","17""",1,-2,1,"Slow-Loading, Weak"
82,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
82,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",2,-,3,"Devastating, Slow-Loading"
82,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
83,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Slow-Loading, Weak"
83,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
84,A Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
84,B Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
84,X Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
84,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
84,Light Guns (14 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",7,-2,1,"DP, Restricted, Weak"
84,Port G7aT-1 Torpedoes,Port,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
84,Starboard G7aT-1 Torpedoes,Starboard,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
84,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (6)
85,Light Guns (1 x 4.1-inch),"Fore, Port, Starboard","4""","8""","12""","17""",1,-2,1,"Slow-Loading, Weak"
85,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
85,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",2,-,3,"Devastating, Slow-Loading"
85,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
86,Light Guns (1 x 4-inch),"Aft, Port, Starboard","3""","6""","9""","12""",1,-2,1,"Weak, Slow-Loading"
86,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
87,A Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
87,B Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
87,X Turret (3 x 11.1-inch),"Aft, Port, Starboard","11""","22""","33""","45""",3,1,2,-
87,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
87,Light Guns (14 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",7,-2,1,"DP, Restricted, Weak"
87,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
88,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
88,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",2,-,3,"Devastating, Slow-Loading"
88,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
89,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","8""","12""","16""",1,-2,1,"Weak, Slow-Loading"
89,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
90,A Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
90,B Turret (3 x 11.1-inch),"Fore, Port, Starboard","11""","22""","33""","45""",3,1,2,-
90,X Turret (3 x 11.1-inch),"Aft, Port, Starboard","11""","22""","33""","45""",3,1,2,-
90,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
90,Light Guns (14 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",7,-2,1,"DP, Restricted, Weak"
90,Port G7aT-1 Torpedoes,Port,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
90,Starboard G7aT-1 Torpedoes,Starboard,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
90,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
91,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
91,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",2,-,3,"Devastating, Slow-Loading"
91,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
92,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Slow-Loading, Weak"
92,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
93,A Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
93,B Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
93,X Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
93,Y Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
93,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
93,Light Guns (16 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",8,-2,1,"DP, Restricted, Weak"
93,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
94,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
94,Aft G7a/T1 Torpedoes,"Fore, Aft, Port, Starboard","2""","5""","7""","10""",2,-,3,"Devastating, Slow-Loading"
94,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
95,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Slow-Loading, Weak"
95,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",3,-,-,Local (1)
96,A Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
96,B Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
96,X Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
96,Y Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
96,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
96,Light Guns (16 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",8,-2,1,"DP, Restricted, Weak"
96,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
97,Forward G7a/T1 Torpedoes,Fore,"2""","5""","7""","10""",4,-,3,"Devastating, Slow-Loading"
97,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
98,A Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
98,B Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
98,X Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
98,Y Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
98,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
98,Light Guns (16 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",8,-2,1,"DP, Restricted, Weak"
98,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
99,A Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
99,B Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
99,X Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
99,Y Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
99,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
99,Light Guns (16 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",8,-2,1,"DP, Restricted, Weak"
99,Port G7aT-1 Torpedoes,Port,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
99,Starboard G7aT-1 Torpedoes,Starboard,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
99,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
100,A Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
100,B Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
100,X Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
100,Y Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
100,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
100,Light Guns (16 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",8,-2,1,"DP, Restricted, Weak"
100,Port G7aT-1 Torpedoes,Port,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
100,Starboard G7aT-1 Torpedoes,Starboard,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
100,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
101,A Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
101,B Turret (2 x 15-inch),"Fore, Port, Starboard","10""","20""","30""","40""",2,2,3,-
101,X Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
101,Y Turret (2 x 15-inch),"Aft, Port, Starboard","10""","20""","30""","40""",2,2,3,-
101,Light Guns (12 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","25""",6,-1,1,"Twin-Linked, Restricted"
101,Light Guns (16 x 4.1-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",8,-2,1,"DP, Restricted, Weak"
101,Port G7aT-1 Torpedoes,Port,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
101,Starboard G7aT-1 Torpedoes,Starboard,"2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
101,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (5)
102,A Turret (2 x 11-inch),"Fore, Port, Starboard","7""","14""","21""","28""",2,-,1,-
102,Y Turret (2 x 11-inch),"Aft, Port, Starboard","7""","14""","21""","28""",2,-,1,-
102,Light Guns (10 x 5.9-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",6,-1,1,"Restricted, Weak"
102,AA Battery,"Fore, Aft, Port, Starboard","2""","4""","6""","8""",2,-,-,Local (1)
103,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",2,-2,1,"Restricted, Weak"
103,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
104,A Turret (2 x 11-inch),"Fore, Port, Starboard","7""","14""","21""","28""",2,-,1,-
104,Y Turret (2 x 11-inch),"Aft, Port, Starboard","7""","14""","21""","28""",2,-,1,-
104,Light Guns (10 x 5.9-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",6,-1,1,"Restricted, Weak"
104,AA Battery,"Fore, Aft, Port, Starboard","2""","4""","6""","8""",2,-,-,Local (1)
105,Light Guns (1 x 4-inch),"Aft, Port, Starboard","3""","6""","9""","12""",1,-2,1,"Weak, Slow-Loading"
105,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (0)
106,A Turret (2 x 11-inch),"Fore, Port, Starboard","7""","14""","21""","28""",2,-,1,-
106,Y Turret (2 x 11-inch),"Aft, Port, Starboard","7""","14""","21""","28""",2,-,1,-
106,Light Guns (10 x 5.9-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",6,-1,1,"Restricted, Weak"
106,AA Battery,"Fore, Aft, Port, Starboard","2""","4""","6""","8""",2,-,-,Local (1)
