ship_id,ship_name,ship_class,ship_type,points,flank_speed,armour,hull,traits,ship_image,nation,nation_name,unit_id
172,Z34 (1945),Type 1936 MOB,Destroyer,70,"7""",1+,7/2,"Radar, Sub-Hunter, Depth Charge",type1936mob.png,kriegsmarine_ensign.png,Germany,82
173,Z38 (1945),Type 1936 MOB,Destroyer,70,"7""",1+,7/2,"Radar, Sub-Hunter, Depth Charge",type1936mob.png,kriegsmarine_ensign.png,Germany,83
174,Z39 (1945),Type 1936 MOB,Destroyer,75,"7""",1+,7/2,"Radar, Sub-Hunter, Depth Charge",type1936mob.png,kriegsmarine_ensign.png,Germany,84
175,T22,Type 1939,Destroyer,45,"6""",1+,4/1,"Radar, Sub-Hunter, Depth Charge, Agile",type1939.png,kriegsmarine_ensign.png,Germany,85
176,T31 (1944),Type 1939,Destroyer,50,"6""",1+,4/1,"Radar, Sub-Hunter, Depth Charge, Agile",type1939.png,kriegsmarine_ensign.png,Germany,86
177,T33 (1944),Type 1939,Destroyer,55,"6""",1+,4/1,"Advanced Radar, Sub-Hunter, Depth Charge, Agile",type1939.png,kriegsmarine_ensign.png,Germany,87
178,Diether von Roeder,Type 1936,Destroyer,55,"8""",1+,7/2,"Agile, Sub-Hunter",type1936.png,kriegsmarine_ensign.png,Germany,88
179,Karl Galster (1941),Type 1936,Destroyer,60,"8""",1+,7/2,"Radar, Sub-Hunter, Agile",type1936.png,kriegsmarine_ensign.png,Germany,89
180,Karl Galster (1944),Type 1936,Destroyer,65,"8""",1+,7/2,"Radar, Sub-Hunter, Agile",type1936.png,kriegsmarine_ensign.png,Germany,90
181,Karl Galster (1945),Type 1936,Destroyer,70,"8""",1+,7/2,"Radar, Sub-Hunter, Agile",type1936.png,kriegsmarine_ensign.png,Germany,91
182,ZH1,ZH1,Destroyer,50,"7""",1+,4/1,"Agile, Depth Charge",zh1.png,kriegsmarine_ensign.png,Germany,92
183,TA-31,Freccia,Destroyer,25,"6""",1+,4/1,Depth Charge,ta31.png,kriegsmarine_ensign.png,Germany,765
184,TA-44,Navigatori,Destroyer,40,"6""",1+,6/2,"Depth Charge, Agile",ta44.png,kriegsmarine_ensign.png,Germany,779
185,Ammunition Ship,Ammunition Ship,Civilian,25,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,italian_ensign.png,Italy,1
186,Ammunition Ship (1942),Ammunition Ship,Civilian,35,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,italian_ensign.png,Italy,2
187,Ammunition Ship (1944),Ammunition Ship,Civilian,35,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,italian_ensign.png,Italy,3
188,Armed Merchant Cruiser,Merchant Cruiser,Civilian,25,"3""",1+,15/5,Lumbering,merch_cruiser.png,italian_ensign.png,Italy,4
189,Liberty Ship,Cargo Ship,Civilian,25,"2""",1+,10/3,Lumbering,liberty.png,italian_ensign.png,Italy,6
190,Liner,Liner,Civilian,25,"6""",1+,72/24,Lumbering,liner.png,italian_ensign.png,Italy,7
191,Oil Tanker,Oil Tanker,Civilian,30,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,italian_ensign.png,Italy,8
192,Oil Tanker (1942),Oil Tanker,Civilian,40,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,italian_ensign.png,Italy,9
193,Oil Tanker (1944),Oil Tanker,Civilian,50,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,italian_ensign.png,Italy,10
194,Comandante Cappellini,Marcello,Submarine,30,"3""",2+,3/1,"Submarine, Agile",marcello_sub.png,italian_ensign.png,Italy,14
195,Seaplane Tender,Seaplane Tender,Civilian,25,"4""",1+,12/4,"Aircraft 6, Lumbering",seaplane_tender.png,italian_ensign.png,Italy,16
196,Tramp Freighter,Tramp Freighter,Civilian,10,"2""",1+,6/2,,tramp_freighter.png,italian_ensign.png,Italy,17
197,Troop Ship,Troop Ship,Civilian,25,"3""",1+,16/5,Lumbering,troop_ship.png,italian_ensign.png,Italy,18
198,Victory Ship,Cargo Ship,Civilian,30,"3""",1+,14/4,Lumbering,victory.png,italian_ensign.png,Italy,19
199,Andrea Doria,Andrea Doria,Battleship,365,"5""",5+,58/19,Torpedo Belt 2,andrea_doria_1940.png,italian_ensign.png,Italy,721
200,Andrea Doria (1942),Andrea Doria,Battleship,375,"5""",5+,59/19,Torpedo Belt 2,andrea_doria_1942.png,italian_ensign.png,Italy,722
201,Caio Duilio (1940),Andrea Doria,Battleship,370,"5""",5+,59/19,Torpedo Belt 2,caio_duilio_1940.png,italian_ensign.png,Italy,723
202,Caio Duilio (1942),Andrea Doria,Battleship,375,"5""",5+,59/19,Torpedo Belt 2,caio_duilio_1942.png,italian_ensign.png,Italy,724
203,Conte Di Cavour,Conte Di Cavour,Battleship,375,"5""",5+,58/19,"Torpedo Belt 2, Star Shell (2)",conte_di_cavour_1937.png,italian_ensign.png,Italy,725
204,Giulio Cesare,Conte Di Cavour,Battleship,370,"5""",5+,58/19,"Torpedo Belt 2, Star Shell (1)",giulio_cesare_1937.png,italian_ensign.png,Italy,726
205,Giulio Cesare (1941),Conte Di Cavour,Battleship,370,"5""",5+,58/19,Torpedo Belt 2,giulio_cesare_1937.png,italian_ensign.png,Italy,727
206,Littorio,Littorio,Battleship,550,"6""",6+,90/30,"Aircraft 3, Torpedo Belt 2, Armored Deck, Star Shell (2)",littorio_1937.png,italian_ensign.png,Italy,728
207,Littorio (1942),Littorio,Battleship,610,"6""",6+,90/30,"Aircraft 3, Torpedo Belt 2, Armored Deck, Star Shell (2), Radar",littorio_1942.png,italian_ensign.png,Italy,729
208,Littorio (1943),Littorio,Battleship,605,"6""",6+,90/30,"Aircraft 2, Torpedo Belt 2, Armored Deck, Star Shell (2), Radar",roma_1943.png,italian_ensign.png,Italy,730
209,Aquila,Aquila,Carrier,210,"6""",1+,57/19,"Aircraft 12, Torpedo Belt 2, Carrier, Radar",aquila_1943.png,italian_ensign.png,Italy,731
210,Aquila (1944),Aquila,Carrier,230,"6""",1+,57/19,"Aircraft 16, Torpedo Belt 2, Carrier, Radar",aquila_1943.png,italian_ensign.png,Italy,732
211,Scipione Africano,Capitani Romani,Cruiser,65,"8""",1+,11/3,"Agile, Depth Charge",scip_africano_1942.png,italian_ensign.png,Italy,733
212,Scipione Africano (1943),Capitani Romani,Cruiser,70,"8""",1+,11/3,"Agile, Depth Charge, Radar",scip_africano_1943.png,italian_ensign.png,Italy,734
213,Alberto da Giussano,Alberto da Giussano,Cruiser,80,"6""",2+,14/4,Aircraft 2,giussano_1932.png,italian_ensign.png,Italy,735
214,Duca D'Aosta,Duca D'Aosta,Cruiser,90,"7""",3+,21/7,Aircraft 2,daosta_1935.png,italian_ensign.png,Italy,736
215,Duca D'Aosta (1943),Duca D'Aosta,Cruiser,100,"7""",3+,21/7,"Aircraft 2, Radar",daosta_1942.png,italian_ensign.png,Italy,737
216,Duca D'Aosta (1944),Duca D'Aosta,Cruiser,70,"7""",3+,21/7,Radar,daosta_1942.png,italian_ensign.png,Italy,738
217,Duca Delgi Abruzzi,Duca Delgi Abruzzi,Cruiser,110,"6""",3+,23/7,Aircraft 2,abruzzi_1938.png,italian_ensign.png,Italy,739
218,Duca Delgi Abruzzi (1943),Duca Delgi Abruzzi,Cruiser,120,"6""",3+,23/7,"Aircraft 2, Radar",abruzzi_1942.png,italian_ensign.png,Italy,740
219,Duca Delgi Abruzzi (1944),Duca Delgi Abruzzi,Cruiser,100,"6""",3+,23/7,"Aircraft 2, Radar",abruzzi_1944.png,italian_ensign.png,Italy,741
220,Duca Delgi Abruzzi (1945),Duca Delgi Abruzzi,Cruiser,90,"6""",3+,23/7,Radar,abruzzi_1945.png,italian_ensign.png,Italy,742
221,Giuseppe Garibaldi (1937),Duca Delgi Abruzzi,Cruiser,105,"6""",3+,22/7,Aircraft 2,garibaldi_1938.png,italian_ensign.png,Italy,743
222,Giuseppe Garibaldi (1944),Duca Delgi Abruzzi,Cruiser,105,"6""",3+,22/7,"Aircraft 2, Radar",garibaldi_1942.png,italian_ensign.png,Italy,744
223,Giuseppe Garibaldi (1945),Duca Delgi Abruzzi,Cruiser,95,"6""",3+,22/7,Radar,garibaldi_1942.png,italian_ensign.png,Italy,745
224,Etna,Etna,Cruiser,60,"6""",2+,13/4,"Armored Deck, Radar",etna_1944.png,italian_ensign.png,Italy,746
225,Luigi Cadorna,Luigi Cadorna,Cruiser,70,"6""",2+,14/5,Aircraft 2,cadorna_1933.png,italian_ensign.png,Italy,747
226,Armando Diaz (1933),Luigi Cadorna,Cruiser,75,"6""",2+,15/5,Aircraft 2,armando_diaz_1933.png,italian_ensign.png,Italy,748
227,Luigi Cadorna (1943),Luigi Cadorna,Cruiser,70,"6""",2+,14/5,,cadorna_1933.png,italian_ensign.png,Italy,749
228,Luigi Cadorna (1944),Luigi Cadorna,Cruiser,50,"6""",2+,14/5,,cadorna_1933.png,italian_ensign.png,Italy,750
229,Montecuccoli,Montecuccoli,Cruiser,85,"7""",3+,18/6,Aircraft 2,montecuccoli_1935.png,italian_ensign.png,Italy,751
230,Montecuccoli (1943),Montecuccoli,Cruiser,100,"7""",3+,18/6,"Aircraft 2, Radar",montecuccoli_1935.png,italian_ensign.png,Italy,752
231,Montecuccoli (1944),Montecuccoli,Cruiser,70,"7""",3+,18/6,Radar,montecuccoli_1935.png,italian_ensign.png,Italy,753
232,Trento,Trento,Cruiser,150,"7""",2+,27/9,"Aircraft 3, Armored Deck",trento_1942.png,italian_ensign.png,Italy,754
233,Balzano,Trento,Cruiser,155,"7""",2+,27/9,"Aircraft 3, Armored Deck",balzano_1942.png,italian_ensign.png,Italy,755
234,Zara,Zara,Cruiser,130,"7""",2+,27/9,Aircraft 2,zara_1931.png,italian_ensign.png,Italy,756
235,Pola,Zara,Cruiser,125,"7""",2+,26/9,Aircraft 2,pola_1932.png,italian_ensign.png,Italy,757
236,Zara (1940),Zara,Cruiser,135,"7""",2+,27/9,"Aircraft 2, Star Shell (1)",zara_1940.png,italian_ensign.png,Italy,758
237,Pola (1940),Zara,Cruiser,130,"7""",2+,26/9,"Aircraft 2, Star Shell (1)",pola_1940.png,italian_ensign.png,Italy,759
238,Gorizia (1942),Zara,Cruiser,135,"7""",2+,27/9,Aircraft 2,gorizia_1942.png,italian_ensign.png,Italy,760
239,Folgore,Folgore,Destroyer,30,"6""",1+,4/1,,folgore_1932.png,italian_ensign.png,Italy,761
240,Folgore (1942),Folgore,Destroyer,25,"6""",1+,4/1,,folgore_1932.png,italian_ensign.png,Italy,762
241,Freccia,Freccia,Destroyer,30,"6""",1+,4/1,Depth Charge,freccia_1931.png,italian_ensign.png,Italy,763
242,Freccia (1943),Freccia,Destroyer,25,"6""",1+,4/1,Depth Charge,freccia_1942.png,italian_ensign.png,Italy,764
243,Maestrale,Maestrale,Destroyer,30,"6""",1+,4/1,Depth Charge,maestrale_1934.png,italian_ensign.png,Italy,766
244,Maestrale (1941),Maestrale,Destroyer,30,"6""",1+,4/1,"Depth Charge, Star Shell (1)",maestrale_1934.png,italian_ensign.png,Italy,767
245,Maestrale (1942),Maestrale,Destroyer,30,"6""",1+,4/1,Depth Charge,maestrale_1934.png,italian_ensign.png,Italy,768
246,Maestrale (1943),Maestrale,Destroyer,25,"6""",1+,4/1,Depth Charge,maestrale_1943.png,italian_ensign.png,Italy,769
247,Grecale (1942),Maestrale,Destroyer,30,"6""",1+,4/1,"Depth Charge, Star Shell (1)",grecale_1939.png,italian_ensign.png,Italy,770
248,Grecale (1943),Maestrale,Destroyer,25,"6""",1+,4/1,Depth Charge,grecale_1943.png,italian_ensign.png,Italy,771
249,Navigatori,Navigatori,Destroyer,35,"7""",1+,5/2,"Depth Charge, Agile",malocello_1932.png,italian_ensign.png,Italy,772
250,Navigatori (1940),Navigatori,Destroyer,35,"6""",1+,6/2,"Depth Charge, Agile",usodimare_1940.png,italian_ensign.png,Italy,773
251,Verrazzano (1940),Navigatori,Destroyer,40,"6""",1+,6/2,"Depth Charge, Agile",da_masto_1940.png,italian_ensign.png,Italy,774
252,Zeno (1942),Navigatori,Destroyer,40,"6""",1+,6/2,"Depth Charge, Agile, Sub-Hunter",zeno_1931.png,italian_ensign.png,Italy,775
253,Malocello (1942),Navigatori,Destroyer,40,"6""",1+,6/2,"Depth Charge, Agile, Radar",malocello_1942.png,italian_ensign.png,Italy,776
254,Vivaldi (1942),Navigatori,Destroyer,30,"6""",1+,6/2,"Depth Charge, Agile",vivaldi_1939.png,italian_ensign.png,Italy,777
255,Pigafetta (1942),Navigatori,Destroyer,40,"6""",1+,6/2,"Depth Charge, Agile",pigafetta_1942.png,italian_ensign.png,Italy,778
256,Oriani,Oriani,Destroyer,35,"7""",1+,5/2,"Depth Charge, Agile",oriani_1937.png,italian_ensign.png,Italy,780
257,Oriani (1942),Oriani,Destroyer,30,"7""",1+,5/2,"Depth Charge, Agile, Star Shell (1)",oriani_1942.png,italian_ensign.png,Italy,781
258,Soldati,Soldati,Destroyer,35,"7""",1+,5/2,"Depth Charge, Agile, Star Shell (1)",soldati_1938.png,italian_ensign.png,Italy,782
259,Ascari (1942),Soldati,Destroyer,35,"7""",1+,5/2,"Depth Charge, Agile",soldati_1942.png,italian_ensign.png,Italy,783
260,Artigliere (1944),Soldati,Destroyer,35,"7""",1+,5/2,"Depth Charge, Agile",soldati_1942.png,italian_ensign.png,Italy,784
261,Carabiniere (1943),Soldati,Destroyer,30,"7""",1+,5/2,"Depth Charge, Agile, Star Shell (1)",carabiniere_1938.png,italian_ensign.png,Italy,785
262,Fuciliere (1943),Soldati,Destroyer,35,"7""",1+,5/2,"Depth Charge, Agile, Radar",soldati_1942.png,italian_ensign.png,Italy,786
263,Legionario (1943),Soldati,Destroyer,35,"7""",1+,5/2,"Depth Charge, Agile, Star Shell (1), Radar",soldati_1942.png,italian_ensign.png,Italy,787
264,Ammunition Ship,Ammunition Ship,Civilian,25,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,japan.png,Japan,1
265,Ammunition Ship (1942),Ammunition Ship,Civilian,35,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,japan.png,Japan,2
266,Ammunition Ship (1944),Ammunition Ship,Civilian,35,"3""",1+,13/4,"Lumbering, Explosive",ammo_ship.png,japan.png,Japan,3
267,Armed Merchant Cruiser,Merchant Cruiser,Civilian,25,"3""",1+,15/5,Lumbering,merch_cruiser.png,japan.png,Japan,4
268,Liberty Ship,Cargo Ship,Civilian,25,"2""",1+,10/3,Lumbering,liberty.png,japan.png,Japan,6
269,Liner,Liner,Civilian,25,"6""",1+,72/24,Lumbering,liner.png,japan.png,Japan,7
270,Oil Tanker,Oil Tanker,Civilian,30,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,japan.png,Japan,8
271,Oil Tanker (1942),Oil Tanker,Civilian,40,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,japan.png,Japan,9
272,Oil Tanker (1944),Oil Tanker,Civilian,50,"4""",1+,15/5,"Lumbering, Volatile",tanker.png,japan.png,Japan,10
273,Type C,Type C,Submarine,100,"4""",2+,7/2,Submarine,typec_sub.png,japan.png,Japan,12
274,Kaidai VII,Kaidai VII,Submarine,50,"4""",2+,5/2,Submarine,kaidai7_sub.png,japan.png,Japan,13
275,Shiretoko,Oil Tanker,Civilian,30,"4""",1+,15/5,"Lumbering, Volatile",jp_tanker.png,japan.png,Japan,15
276,Seaplane Tender,Seaplane Tender,Civilian,25,"4""",1+,12/4,"Aircraft 6, Lumbering",seaplane_tender.png,japan.png,Japan,16
277,Tramp Freighter,Tramp Freighter,Civilian,10,"2""",1+,6/2,,tramp_freighter.png,japan.png,Japan,17
278,Troop Ship,Troop Ship,Civilian,25,"3""",1+,16/5,Lumbering,troop_ship.png,japan.png,Japan,18
279,Victory Ship,Cargo Ship,Civilian,30,"3""",1+,14/4,Lumbering,victory.png,japan.png,Japan,19
280,Fuso,Fuso,Battleship,370,"5""",5+,78/26,"Aircraft 3, Torpedo Belt 2",fuso_1938.png,japan.png,Japan,468
281,Fuso (1940),Fuso,Battleship,375,"5""",5+,78/26,"Aircraft 3, Torpedo Belt 2",fuso_1941.png,japan.png,Japan,469
282,Fuso (1940),Fuso,Battleship,435,"5""",5+,78/26,"Aircraft 3, Torpedo Belt 2, Radar",fuso_1941.png,japan.png,Japan,470
283,Yamashiro (1940),Fuso,Battleship,430,"5""",5+,78/26,"Aircraft 3, Torpedo Belt 2, Radar",yamashiro_1941.png,japan.png,Japan,471
284,Ise,Ise,Battleship,370,"5""",5+,80/26,"Aircraft 3, Torpedo Belt 2",ise_1939.png,japan.png,Japan,472
285,Hyuga (1942),Ise,Battleship,355,"5""",5+,80/26,"Aircraft 3, Torpedo Belt 2",hyuga_1942.png,japan.png,Japan,473
286,Kongo,Kongo,Battleship,375,"6""",4+,73/24,"Aircraft 3, Torpedo Belt 2, Armored Deck",kongo_1937.png,japan.png,Japan,474
287,Kongo (1943),Kongo,Battleship,365,"6""",4+,73/24,"Aircraft 3, Torpedo Belt 2, Armored Deck",kongo_1942.png,japan.png,Japan,475
288,Kongo (1944),Kongo,Battleship,430,"6""",4+,73/24,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",kongo_1944.png,japan.png,Japan,476
289,Haruna (1943),Kongo,Battleship,430,"6""",4+,73/24,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",haruna_1943.png,japan.png,Japan,477
290,Haruna (1944),Kongo,Battleship,445,"6""",4+,73/24,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",haruna_1944.png,japan.png,Japan,478
291,Haruna (1945),Kongo,Battleship,450,"6""",4+,73/24,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",haruna_1945.png,japan.png,Japan,479
292,Nagato,Nagato,Battleship,725,"5""",5+,86/28,"Aircraft 3, Torpedo Belt 2, Armored Deck",nagato_1941.png,japan.png,Japan,480
293,Nagato (1944),Nagato,Battleship,790,"5""",5+,86/28,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar, Sub-Hunter",nagato_1944.png,japan.png,Japan,481
294,Nagato (1945),Nagato,Battleship,820,"5""",5+,86/28,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar, Sub-Hunter",nagato_1944.png,japan.png,Japan,482
295,Nagato (1945),Nagato,Battleship,740,"5""",5+,86/28,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar, Sub-Hunter",nagato_1944.png,japan.png,Japan,483
296,Yamato,Yamato,Battleship,1000,"5""",7+,146/48,"Aircraft 7, Torpedo Belt 3, Armored Deck",yamato_1941.png,japan.png,Japan,484
297,Yamato (1943),Yamato,Battleship,1005,"5""",7+,146/48,"Aircraft 7, Torpedo Belt 3, Armored Deck",yamato_1943.png,japan.png,Japan,485
298,Yamato (1944),Yamato,Battleship,1160,"5""",7+,146/48,"Aircraft 7, Torpedo Belt 3, Armored Deck, Radar, Sub-Hunter",yamato_1944.png,japan.png,Japan,486
299,Yamato (1945),Yamato,Battleship,1165,"5""",7+,146/48,"Aircraft 7, Torpedo Belt 3, Armored Deck, Radar, Sub-Hunter",yamato_1945.png,japan.png,Japan,487
300,Musashi (1942),Yamato,Battleship,1005,"5""",7+,146/48,"Aircraft 7, Torpedo Belt 3, Armored Deck",musashi_1942.png,japan.png,Japan,488
301,Musashi (1944),Yamato,Battleship,1090,"5""",7+,146/48,"Aircraft 7, Torpedo Belt 3, Armored Deck, Radar, Sub-Hunter",musashi_1944.png,japan.png,Japan,489
302,Akagi,Akagi,Carrier,250,"6""",3+,86/28,"Aircraft 17, Torpedo Belt 2, Carrier",akagi_1942.png,japan.png,Japan,490
303,Chitose,Chitose,Carrier,110,"6""",1+,31/10,"Aircraft 7, Carrier, Agile",chitose_1944.png,japan.png,Japan,491
304,Chitose (1944),Chitose,Carrier,115,"6""",1+,31/10,"Aircraft 7, Carrier, Agile",chitose_1944.png,japan.png,Japan,492
305,Hiryu,Hiryu,Carrier,230,"7""",2+,44/14,"Aircraft 14, Torpedo Belt 2, Carrier",hiryu_1942.png,japan.png,Japan,493
306,Hosho,Hosho,Carrier,90,"5""",1+,22/7,"Aircraft 4, Carrier, Agile",hosho_1939.png,japan.png,Japan,494
307,Hosho (1941),Hosho,Carrier,85,"5""",1+,22/7,"Aircraft 4, Carrier, Agile",hosho_1939.png,japan.png,Japan,495
308,Hosho (1942),Hosho,Carrier,65,"5""",1+,22/7,"Aircraft 2, Carrier, Agile",hosho_1939.png,japan.png,Japan,496
309,Ise (1943),Ise,Carrier,350,"5""",5+,77/25,"Aircraft 5, Torpedo Belt 2, Carrier, Radar",ise_1944.png,japan.png,Japan,497
310,Ise (1944),Ise,Carrier,380,"5""",5+,77/25,"Aircraft 5, Torpedo Belt 2, Carrier, Radar, Sub-Hunter",ise_1944.png,japan.png,Japan,498
311,Hyuga (1944),Ise,Carrier,360,"5""",5+,77/25,"Aircraft 5, Torpedo Belt 2, Carrier, Radar",ise_1944.png,japan.png,Japan,499
312,Hiyo,Hiyo,Carrier,200,"5""",1+,57/19,"Aircraft 12, Torpedo Belt 1, Carrier",hiyo_1942.png,japan.png,Japan,500
313,Hiyo (1944),Hiyo,Carrier,210,"5""",1+,57/19,"Aircraft 12, Torpedo Belt 1, Carrier",hiyo_1943.png,japan.png,Japan,501
314,Junyo (1944),Hiyo,Carrier,215,"5""",1+,57/19,"Aircraft 12, Torpedo Belt 1, Carrier",junyo_1944.png,japan.png,Japan,502
315,Kaga,Kaga,Carrier,375,"6""",3+,87/29,"Aircraft 18, Torpedo Belt 2, Carrier",kaga_1930.png,japan.png,Japan,503
316,Kaga (1941),Kaga,Carrier,380,"6""",3+,87/29,"Aircraft 18, Torpedo Belt 2, Carrier",kaga_1942.png,japan.png,Japan,504
317,Ryuho,Ryuho,Carrier,110,"5""",1+,33/11,"Aircraft 7, Carrier, Agile",ryuho_1943.png,japan.png,Japan,505
318,Ryuho (1943),Ryuho,Carrier,115,"5""",1+,33/11,"Aircraft 7, Carrier, Agile",ryuho_1943.png,japan.png,Japan,506
319,Ryuho (1944),Ryuho,Carrier,120,"5""",1+,33/11,"Aircraft 7, Carrier, Agile",ryuho_1943.png,japan.png,Japan,507
320,Ryujo,Ryujo,Carrier,140,"6""",1+,27/9,"Aircraft 10, Carrier, Agile",ryujo_1933.png,japan.png,Japan,508
321,Ryujo (1940),Ryujo,Carrier,145,"6""",1+,27/9,"Aircraft 10, Carrier, Agile",ryujo_1940.png,japan.png,Japan,509
322,Ryujo (1942),Ryujo,Carrier,150,"6""",1+,27/9,"Aircraft 10, Carrier, Agile",ryujo_1942.png,japan.png,Japan,510
323,Shinano,Shinano,Carrier,220,"5""",4+,144/48,"Aircraft 12, Torpedo Belt 3, Carrier",shinano_1944.png,japan.png,Japan,511
324,Shokaku,Shokaku,Carrier,275,"7""",3+,64/21,"Aircraft 18, Torpedo Belt 2, Carrier",shokaku_1941.png,japan.png,Japan,512
325,Shokaku (1942),Shokaku,Carrier,280,"7""",3+,64/21,"Aircraft 18, Torpedo Belt 2, Carrier",shokaku_1942.png,japan.png,Japan,513
326,Shokaku (1943),Shokaku,Carrier,285,"7""",3+,64/21,"Aircraft 18, Torpedo Belt 2, Carrier",shokaku_1942.png,japan.png,Japan,514
327,Zuikaku (1944),Shokaku,Carrier,290,"7""",3+,64/21,"Aircraft 18, Torpedo Belt 2, Carrier",zuikaku_1944.png,japan.png,Japan,515
328,Soryu,Soryu,Carrier,230,"7""",2+,40/13,"Aircraft 14, Torpedo Belt 2, Carrier",soryu_1942.png,japan.png,Japan,516
329,Taiho,Taiho,Carrier,280,"7""",3+,75/25,"Aircraft 18, Torpedo Belt 2, Carrier, Armored Deck",taiho_1944.png,japan.png,Japan,517
330,Zuiho,Zuiho,Carrier,110,"6""",1+,28/9,"Aircraft 7, Carrier, Agile",zuiho_1943.png,japan.png,Japan,518
331,Zuiho (1943),Zuiho,Carrier,120,"6""",1+,28/9,"Aircraft 7, Carrier, Agile",zuiho_1943.png,japan.png,Japan,519
332,Zuiho (1944),Zuiho,Carrier,125,"6""",1+,28/9,"Aircraft 7, Carrier, Agile",zuiho_1944.png,japan.png,Japan,520
333,Agano,Agano,Cruiser,110,"7""",2+,17/5,Aircraft 3,agano_1942.png,japan.png,Japan,521
334,Sakawa (1944),Agano,Cruiser,150,"7""",2+,17/5,"Aircraft 3, Radar, Sub-Hunter",agano_1944.png,japan.png,Japan,522
335,Sakawa (1945),Agano,Cruiser,155,"7""",2+,17/5,"Aircraft 3, Radar, Sub-Hunter",agano_1944.png,japan.png,Japan,523
336,Aoba,Aoba,Cruiser,225,"7""",2+,23/7,Aircraft 2,aoba_1941.png,japan.png,Japan,524
337,Aoba (1943),Aoba,Cruiser,200,"6""",2+,23/7,Aircraft 2,aoba_1943.png,japan.png,Japan,525
338,Aoba (1944),Aoba,Cruiser,235,"7""",2+,23/7,"Aircraft 2, Radar",aoba_1944.png,japan.png,Japan,526
339,Furutaka,Furutaka,Cruiser,225,"7""",2+,23/7,"Aircraft 2, Armored Deck",furutaka_1942.png,japan.png,Japan,527
340,Kuma,Kuma,Cruiser,65,"6""",2+,16/5,"Aircraft 1, Agile",kuma_1941.png,japan.png,Japan,528
341,Kiso,Kuma,Cruiser,60,"6""",2+,16/5,Agile,kuma_1941.png,japan.png,Japan,529
342,Kuma (1940),Kuma,Cruiser,105,"6""",2+,16/5,"Aircraft 1, Agile",kuma_1941.png,japan.png,Japan,530
343,Kiso (1940),Kuma,Cruiser,100,"6""",2+,16/5,Agile,kuma_1941.png,japan.png,Japan,531
344,Kiso (1944),Kuma,Cruiser,210,"6""",2+,16/5,"Agile, Radar",kuma_1941.png,japan.png,Japan,532
345,Kuma (1944),Kuma,Cruiser,115,"6""",2+,16/5,Agile,kuma_1941.png,japan.png,Japan,533
346,Kitakami,Kitakami,Cruiser,200,"6""",2+,16/5,Agile,kitakami_1942.png,japan.png,Japan,534
347,Kitakami (1942),Kitakami,Cruiser,165,"6""",2+,16/5,"Agile, Depth Charge",kitakami_1942.png,japan.png,Japan,535
348,Kitakami (1945),Kitakami,Cruiser,120,"5""",2+,16/5,"Radar, Depth Charge",kitakami_1942.png,japan.png,Japan,536
349,Oi (1942),Kitakami,Cruiser,170,"6""",2+,16/5,"Agile, Depth Charge",kitakami_1942.png,japan.png,Japan,537
350,Mogami,Mogami,Cruiser,280,"7""",3+,30/10,"Aircraft 3, Agile",mogami_1940.png,japan.png,Japan,538
351,Mogami (1943),Mogami,Cruiser,240,"7""",3+,28/9,"Aircraft 7, Agile",mogami_1944.png,japan.png,Japan,539
352,Mogami (1944),Mogami,Cruiser,265,"7""",3+,28/9,"Aircraft 7, Agile, Radar",mogami_1944.png,japan.png,Japan,540
